,iso2,year,cases,sex,age
11510,HT,2004,137,f,0-14
11511,HT,2004,1146,f,15-24
11512,HT,2004,1045,f,25-34
11513,HT,2004,688,f,35-44
11514,HT,2004,386,f,45-54
11515,HT,2004,176,f,55-64
11516,HT,2004,94,m,0-14
11517,HT,2004,918,m,15-24
11518,HT,2004,964,m,25-34
11519,HT,2004,606,m,35-44
11520,HT,2004,376,m,45-54
11521,HT,2004,207,m,55-64
11522,HT,2005,116,f,0-14
11523,HT,2005,1097,f,15-24
11524,HT,2005,1099,f,25-34
11525,HT,2005,633,f,35-44
11526,HT,2005,414,f,45-54
11527,HT,2005,170,f,55-64
11528,HT,2005,69,m,0-14
11529,HT,2005,1045,m,15-24
11530,HT,2005,1035,m,25-34
11531,HT,2005,701,m,35-44
11532,HT,2005,451,m,45-54
11533,HT,2005,222,m,55-64
11534,HT,2006,137,f,0-14
11535,HT,2006,1113,f,15-24
11536,HT,2006,1039,f,25-34
11537,HT,2006,638,f,35-44
11538,HT,2006,387,f,45-54
11539,HT,2006,184,f,55-64
11540,HT,2006,93,m,0-14
11541,HT,2006,1110,m,15-24
11542,HT,2006,1132,m,25-34
11543,HT,2006,672,m,35-44
11544,HT,2006,455,m,45-54
11545,HT,2006,201,m,55-64
11546,HT,2007,147,f,0-14
11547,HT,2007,1261,f,15-24
11548,HT,2007,1107,f,25-34
11549,HT,2007,632,f,35-44
11550,HT,2007,344,f,45-54
11551,HT,2007,120,f,5-14
11552,HT,2007,182,f,55-64
11553,HT,2007,104,m,0-14
11554,HT,2007,1166,m,15-24
11555,HT,2007,1199,m,25-34
11556,HT,2007,760,m,35-44
11557,HT,2007,471,m,45-54
11558,HT,2007,78,m,5-14
11559,HT,2007,219,m,55-64
11560,HT,2008,154,f,0-14
11561,HT,2008,1272,f,15-24
11562,HT,2008,1204,f,25-34
11563,HT,2008,677,f,35-44
11564,HT,2008,378,f,45-54
11565,HT,2008,135,f,5-14
11566,HT,2008,179,f,55-64
11567,HT,2008,90,m,0-14
11568,HT,2008,1137,m,15-24
11569,HT,2008,1337,m,25-34
11570,HT,2008,696,m,35-44
11571,HT,2008,491,m,45-54
11572,HT,2008,82,m,5-14
11573,HT,2008,242,m,55-64
11574,HU,1996,2,f,0-14
11575,HU,1996,30,f,15-24
11576,HU,1996,42,f,25-34
11577,HU,1996,51,f,35-44
11578,HU,1996,63,f,45-54
11579,HU,1996,27,f,55-64
11580,HU,1996,3,m,0-14
11581,HU,1996,28,m,15-24
11582,HU,1996,139,m,25-34
11583,HU,1996,151,m,35-44
11584,HU,1996,209,m,45-54
11585,HU,1996,140,m,55-64
11586,HU,1997,1,f,0-14
11587,HU,1997,9,f,15-24
11588,HU,1997,25,f,25-34
11589,HU,1997,35,f,35-44
11590,HU,1997,24,f,45-54
11591,HU,1997,19,f,55-64
11592,HU,1997,0,m,0-14
11593,HU,1997,8,m,15-24
11594,HU,1997,51,m,25-34
11595,HU,1997,163,m,35-44
11596,HU,1997,164,m,45-54
11597,HU,1997,90,m,55-64
11598,HU,1998,0,f,0-14
11599,HU,1998,13,f,15-24
11600,HU,1998,27,f,25-34
11601,HU,1998,34,f,35-44
11602,HU,1998,25,f,45-54
11603,HU,1998,17,f,55-64
11604,HU,1998,0,m,0-14
11605,HU,1998,14,m,15-24
11606,HU,1998,64,m,25-34
11607,HU,1998,149,m,35-44
11608,HU,1998,163,m,45-54
11609,HU,1998,62,m,55-64
11610,HU,1999,4,f,0-14
11611,HU,1999,17,f,15-24
11612,HU,1999,19,f,25-34
11613,HU,1999,37,f,35-44
11614,HU,1999,19,f,45-54
11615,HU,1999,7,f,55-64
11616,HU,1999,2,m,0-14
11617,HU,1999,16,m,15-24
11618,HU,1999,48,m,25-34
11619,HU,1999,155,m,35-44
11620,HU,1999,183,m,45-54
11621,HU,1999,74,m,55-64
11622,HU,2000,1,f,0-14
11623,HU,2000,7,f,15-24
11624,HU,2000,17,f,25-34
11625,HU,2000,19,f,35-44
11626,HU,2000,22,f,45-54
11627,HU,2000,10,f,55-64
11628,HU,2000,0,m,0-14
11629,HU,2000,8,m,15-24
11630,HU,2000,24,m,25-34
11631,HU,2000,85,m,35-44
11632,HU,2000,104,m,45-54
11633,HU,2000,58,m,55-64
11634,HU,2001,0,f,0-14
11635,HU,2001,10,f,15-24
11636,HU,2001,17,f,25-34
11637,HU,2001,31,f,35-44
11638,HU,2001,27,f,45-54
11639,HU,2001,13,f,55-64
11640,HU,2001,1,m,0-14
11641,HU,2001,11,m,15-24
11642,HU,2001,42,m,25-34
11643,HU,2001,97,m,35-44
11644,HU,2001,133,m,45-54
11645,HU,2001,73,m,55-64
11646,HU,2002,1,f,0-14
11647,HU,2002,9,f,15-24
11648,HU,2002,27,f,25-34
11649,HU,2002,36,f,35-44
11650,HU,2002,26,f,45-54
11651,HU,2002,14,f,55-64
11652,HU,2002,1,m,0-14
11653,HU,2002,10,m,15-24
11654,HU,2002,41,m,25-34
11655,HU,2002,102,m,35-44
11656,HU,2002,145,m,45-54
11657,HU,2002,61,m,55-64
11658,HU,2003,0,f,0-14
11659,HU,2003,16,f,15-24
11660,HU,2003,26,f,25-34
11661,HU,2003,27,f,35-44
11662,HU,2003,30,f,45-54
11663,HU,2003,11,f,55-64
11664,HU,2003,0,m,0-14
11665,HU,2003,6,m,15-24
11666,HU,2003,30,m,25-34
11667,HU,2003,89,m,35-44
11668,HU,2003,140,m,45-54
11669,HU,2003,70,m,55-64
11670,HU,2004,2,f,0-14
11671,HU,2004,6,f,15-24
11672,HU,2004,23,f,25-34
11673,HU,2004,25,f,35-44
11674,HU,2004,29,f,45-54
11675,HU,2004,14,f,55-64
11676,HU,2004,2,m,0-14
11677,HU,2004,7,m,15-24
11678,HU,2004,38,m,25-34
11679,HU,2004,99,m,35-44
11680,HU,2004,145,m,45-54
11681,HU,2004,64,m,55-64
11682,HU,2005,1,f,0-14
11683,HU,2005,5,f,15-24
11684,HU,2005,13,f,25-34
11685,HU,2005,11,f,35-44
11686,HU,2005,22,f,45-54
11687,HU,2005,1,f,5-14
11688,HU,2005,15,f,55-64
11689,HU,2005,0,m,0-14
11690,HU,2005,6,m,15-24
11691,HU,2005,24,m,25-34
11692,HU,2005,67,m,35-44
11693,HU,2005,117,m,45-54
11694,HU,2005,0,m,5-14
11695,HU,2005,67,m,55-64
11696,HU,2006,3,f,0-14
11697,HU,2006,17,f,15-24
11698,HU,2006,16,f,25-34
11699,HU,2006,19,f,35-44
11700,HU,2006,28,f,45-54
11701,HU,2006,3,f,5-14
11702,HU,2006,11,f,55-64
11703,HU,2006,2,m,0-14
11704,HU,2006,10,m,15-24
11705,HU,2006,31,m,25-34
11706,HU,2006,71,m,35-44
11707,HU,2006,98,m,45-54
11708,HU,2006,2,m,5-14
11709,HU,2006,54,m,55-64
11710,HU,2007,3,f,0-14
11711,HU,2007,12,f,15-24
11712,HU,2007,22,f,25-34
11713,HU,2007,18,f,35-44
11714,HU,2007,17,f,45-54
11715,HU,2007,2,f,5-14
11716,HU,2007,6,f,55-64
11717,HU,2007,0,m,0-14
11718,HU,2007,7,m,15-24
11719,HU,2007,31,m,25-34
11720,HU,2007,48,m,35-44
11721,HU,2007,103,m,45-54
11722,HU,2007,0,m,5-14
11723,HU,2007,50,m,55-64
11724,HU,2008,0,f,0-14
11725,HU,2008,11,f,15-24
11726,HU,2008,13,f,25-34
11727,HU,2008,15,f,35-44
11728,HU,2008,12,f,45-54
11729,HU,2008,0,f,5-14
11730,HU,2008,5,f,55-64
11731,HU,2008,0,m,0-14
11732,HU,2008,12,m,15-24
11733,HU,2008,23,m,25-34
11734,HU,2008,47,m,35-44
11735,HU,2008,86,m,45-54
11736,HU,2008,0,m,5-14
11737,HU,2008,72,m,55-64
11738,ID,1995,16,f,0-14
11739,ID,1995,160,f,15-24
11740,ID,1995,244,f,25-34
11741,ID,1995,282,f,35-44
11742,ID,1995,192,f,45-54
11743,ID,1995,90,f,55-64
11744,ID,1995,6,m,0-14
11745,ID,1995,203,m,15-24
11746,ID,1995,297,m,25-34
11747,ID,1995,306,m,35-44
11748,ID,1995,302,m,45-54
11749,ID,1995,228,m,55-64
11750,ID,1996,54,f,0-14
11751,ID,1996,860,f,15-24
11752,ID,1996,1175,f,25-34
11753,ID,1996,1091,f,35-44
11754,ID,1996,915,f,45-54
11755,ID,1996,586,f,55-64
11756,ID,1996,28,m,0-14
11757,ID,1996,781,m,15-24
11758,ID,1996,1349,m,25-34
11759,ID,1996,1443,m,35-44
11760,ID,1996,1305,m,45-54
11761,ID,1996,1037,m,55-64
11762,ID,1997,65,f,0-14
11763,ID,1997,1305,f,15-24
11764,ID,1997,1671,f,25-34
11765,ID,1997,1751,f,35-44
11766,ID,1997,1365,f,45-54
11767,ID,1997,788,f,55-64
11768,ID,1997,46,m,0-14
11769,ID,1997,1320,m,15-24
11770,ID,1997,2139,m,25-34
11771,ID,1997,2221,m,35-44
11772,ID,1997,2122,m,45-54
11773,ID,1997,1461,m,55-64
11774,ID,1998,108,f,0-14
11775,ID,1998,2674,f,15-24
11776,ID,1998,3412,f,25-34
11777,ID,1998,3130,f,35-44
11778,ID,1998,2335,f,45-54
11779,ID,1998,1610,f,55-64
11780,ID,1998,78,m,0-14
11781,ID,1998,2732,m,15-24
11782,ID,1998,3873,m,25-34
11783,ID,1998,4054,m,35-44
11784,ID,1998,3486,m,45-54
11785,ID,1998,2654,m,55-64
11786,ID,1999,140,f,0-14
11787,ID,1999,3595,f,15-24
11788,ID,1999,12859,f,25-34
11789,ID,1999,3624,f,35-44
11790,ID,1999,2812,f,45-54
11791,ID,1999,1909,f,55-64
11792,ID,1999,106,m,0-14
11793,ID,1999,3741,m,15-24
11794,ID,1999,5277,m,25-34
11795,ID,1999,4999,m,35-44
11796,ID,1999,4401,m,45-54
11797,ID,1999,3267,m,55-64
11798,ID,2001,354,f,0-14
11799,ID,2001,5213,f,15-24
11800,ID,2001,6040,f,25-34
11801,ID,2001,4849,f,35-44
11802,ID,2001,3537,f,45-54
11803,ID,2001,2381,f,55-64
11804,ID,2001,298,m,0-14
11805,ID,2001,5400,m,15-24
11806,ID,2001,7279,m,25-34
11807,ID,2001,6241,m,35-44
11808,ID,2001,5538,m,45-54
11809,ID,2001,4076,m,55-64
11810,ID,2002,650,f,0-14
11811,ID,2002,7366,f,15-24
11812,ID,2002,8794,f,25-34
11813,ID,2002,6773,f,35-44
11814,ID,2002,4943,f,45-54
11815,ID,2002,3118,f,55-64
11816,ID,2002,569,m,0-14
11817,ID,2002,7826,m,15-24
11818,ID,2002,10248,m,25-34
11819,ID,2002,8760,m,35-44
11820,ID,2002,7668,m,45-54
11821,ID,2002,5332,m,55-64
11822,ID,2003,608,f,0-14
11823,ID,2003,8734,f,15-24
11824,ID,2003,10127,f,25-34
11825,ID,2003,7889,f,35-44
11826,ID,2003,6085,f,45-54
11827,ID,2003,3907,f,55-64
11828,ID,2003,532,m,0-14
11829,ID,2003,9570,m,15-24
11830,ID,2003,12647,m,25-34
11831,ID,2003,10925,m,35-44
11832,ID,2003,9558,m,45-54
11833,ID,2003,6720,m,55-64
11834,ID,2004,803,f,0-14
11835,ID,2004,11509,f,15-24
11836,ID,2004,13597,f,25-34
11837,ID,2004,10953,f,35-44
11838,ID,2004,9586,f,45-54
11839,ID,2004,5422,f,55-64
11840,ID,2004,697,m,0-14
11841,ID,2004,12546,m,15-24
11842,ID,2004,17137,m,25-34
11843,ID,2004,14881,m,35-44
11844,ID,2004,14772,m,45-54
11845,ID,2004,9669,m,55-64
11846,ID,2005,946,f,0-14
11847,ID,2005,13916,f,15-24
11848,ID,2005,16393,f,25-34
11849,ID,2005,13022,f,35-44
11850,ID,2005,10927,f,45-54
11851,ID,2005,7539,f,55-64
11852,ID,2005,846,m,0-14
11853,ID,2005,15215,m,15-24
11854,ID,2005,20906,m,25-34
11855,ID,2005,18401,m,35-44
11856,ID,2005,17847,m,45-54
11857,ID,2005,13509,m,55-64
11858,ID,2006,985,f,0-14
11859,ID,2006,14377,f,15-24
11860,ID,2006,17628,f,25-34
11861,ID,2006,14421,f,35-44
11862,ID,2006,12376,f,45-54
11863,ID,2006,8786,f,55-64
11864,ID,2006,899,m,0-14
11865,ID,2006,16285,m,15-24
11866,ID,2006,22752,m,25-34
11867,ID,2006,20332,m,35-44
11868,ID,2006,20059,m,45-54
11869,ID,2006,15869,m,55-64
11870,ID,2007,920,f,0-14
11871,ID,2007,13371,f,15-24
11872,ID,2007,16055,f,25-34
11873,ID,2007,13211,f,35-44
11874,ID,2007,11391,f,45-54
11875,ID,2007,772,f,5-14
11876,ID,2007,7965,f,55-64
11877,ID,2007,849,m,0-14
11878,ID,2007,14835,m,15-24
11879,ID,2007,21297,m,25-34
11880,ID,2007,18606,m,35-44
11881,ID,2007,18283,m,45-54
11882,ID,2007,636,m,5-14
11883,ID,2007,14176,m,55-64
11884,ID,2008,1015,f,0-14
11885,ID,2008,13987,f,15-24
11886,ID,2008,16292,f,25-34
11887,ID,2008,13513,f,35-44
11888,ID,2008,11899,f,45-54
11889,ID,2008,895,f,5-14
11890,ID,2008,8485,f,55-64
11891,ID,2008,871,m,0-14
11892,ID,2008,15339,m,15-24
11893,ID,2008,22325,m,25-34
11894,ID,2008,19224,m,35-44
11895,ID,2008,18545,m,45-54
11896,ID,2008,710,m,5-14
11897,ID,2008,14907,m,55-64
11898,IE,1998,0,f,0-14
11899,IE,1998,5,f,15-24
11900,IE,1998,11,f,25-34
11901,IE,1998,1,f,35-44
11902,IE,1998,1,f,45-54
11903,IE,1998,4,f,55-64
11904,IE,1998,1,m,0-14
11905,IE,1998,11,m,15-24
11906,IE,1998,8,m,25-34
11907,IE,1998,21,m,35-44
11908,IE,1998,8,m,45-54
11909,IE,1998,8,m,55-64
11910,IE,1999,0,f,0-14
11911,IE,1999,9,f,15-24
11912,IE,1999,9,f,25-34
11913,IE,1999,3,f,35-44
11914,IE,1999,8,f,45-54
11915,IE,1999,3,f,55-64
11916,IE,1999,0,m,0-14
11917,IE,1999,7,m,15-24
11918,IE,1999,15,m,25-34
11919,IE,1999,10,m,35-44
11920,IE,1999,12,m,45-54
11921,IE,1999,7,m,55-64
11922,IE,2000,0,f,0-14
11923,IE,2000,13,f,15-24
11924,IE,2000,8,f,25-34
11925,IE,2000,13,f,35-44
11926,IE,2000,6,f,45-54
11927,IE,2000,7,f,55-64
11928,IE,2000,0,m,0-14
11929,IE,2000,10,m,15-24
11930,IE,2000,7,m,25-34
11931,IE,2000,7,m,35-44
11932,IE,2000,6,m,45-54
11933,IE,2000,4,m,55-64
11934,IE,2001,0,f,0-14
11935,IE,2001,4,f,15-24
11936,IE,2001,6,f,25-34
11937,IE,2001,3,f,35-44
11938,IE,2001,1,f,45-54
11939,IE,2001,1,f,55-64
11940,IE,2001,0,m,0-14
11941,IE,2001,6,m,15-24
11942,IE,2001,12,m,25-34
11943,IE,2001,14,m,35-44
11944,IE,2001,8,m,45-54
11945,IE,2001,7,m,55-64
11946,IE,2002,0,f,0-14
11947,IE,2002,4,f,15-24
11948,IE,2002,3,f,25-34
11949,IE,2002,5,f,35-44
11950,IE,2002,2,f,45-54
11951,IE,2002,0,f,55-64
11952,IE,2002,0,m,0-14
11953,IE,2002,7,m,15-24
11954,IE,2002,18,m,25-34
11955,IE,2002,13,m,35-44
11956,IE,2002,14,m,45-54
11957,IE,2002,12,m,55-64
11958,IE,2003,0,f,0-14
11959,IE,2003,4,f,15-24
11960,IE,2003,7,f,25-34
11961,IE,2003,6,f,35-44
11962,IE,2003,4,f,45-54
11963,IE,2003,1,f,55-64
11964,IE,2003,0,m,0-14
11965,IE,2003,10,m,15-24
11966,IE,2003,11,m,25-34
11967,IE,2003,13,m,35-44
11968,IE,2003,14,m,45-54
11969,IE,2003,7,m,55-64
11970,IE,2004,0,f,0-14
11971,IE,2004,10,f,15-24
11972,IE,2004,9,f,25-34
11973,IE,2004,2,f,35-44
11974,IE,2004,2,f,45-54
11975,IE,2004,3,f,55-64
11976,IE,2004,1,m,0-14
11977,IE,2004,4,m,15-24
11978,IE,2004,17,m,25-34
11979,IE,2004,10,m,35-44
11980,IE,2004,12,m,45-54
11981,IE,2004,7,m,55-64
11982,IE,2005,0,f,0-14
11983,IE,2005,9,f,15-24
11984,IE,2005,10,f,25-34
11985,IE,2005,3,f,35-44
11986,IE,2005,3,f,45-54
11987,IE,2005,0,f,5-14
11988,IE,2005,0,f,55-64
11989,IE,2005,1,m,0-14
11990,IE,2005,6,m,15-24
11991,IE,2005,10,m,25-34
11992,IE,2005,21,m,35-44
11993,IE,2005,10,m,45-54
11994,IE,2005,1,m,5-14
11995,IE,2005,7,m,55-64
11996,IE,2006,0,f,0-14
11997,IE,2006,11,f,15-24
11998,IE,2006,20,f,25-34
11999,IE,2006,8,f,35-44
12000,IE,2006,4,f,45-54
12001,IE,2006,0,f,5-14
12002,IE,2006,3,f,55-64
12003,IE,2006,0,m,0-14
12004,IE,2006,8,m,15-24
12005,IE,2006,18,m,25-34
12006,IE,2006,17,m,35-44
12007,IE,2006,11,m,45-54
12008,IE,2006,0,m,5-14
12009,IE,2006,16,m,55-64
12010,IE,2007,0,f,0-14
12011,IE,2007,14,f,15-24
12012,IE,2007,28,f,25-34
12013,IE,2007,22,f,35-44
12014,IE,2007,14,f,45-54
12015,IE,2007,0,f,5-14
12016,IE,2007,2,f,55-64
12017,IE,2007,0,m,0-14
12018,IE,2007,26,m,15-24
12019,IE,2007,49,m,25-34
12020,IE,2007,32,m,35-44
12021,IE,2007,28,m,45-54
12022,IE,2007,0,m,5-14
12023,IE,2007,26,m,55-64
12024,IE,2008,0,f,0-14
12025,IE,2008,12,f,15-24
12026,IE,2008,16,f,25-34
12027,IE,2008,8,f,35-44
12028,IE,2008,3,f,45-54
12029,IE,2008,0,f,5-14
12030,IE,2008,3,f,55-64
12031,IE,2008,2,m,0-14
12032,IE,2008,9,m,15-24
12033,IE,2008,18,m,25-34
12034,IE,2008,6,m,35-44
12035,IE,2008,21,m,45-54
12036,IE,2008,1,m,5-14
12037,IE,2008,10,m,55-64
12038,IL,1996,2,f,0-14
12039,IL,1996,8,f,15-24
12040,IL,1996,4,f,25-34
12041,IL,1996,2,f,35-44
12042,IL,1996,4,f,45-54
12043,IL,1996,5,f,55-64
12044,IL,1996,1,m,0-14
12045,IL,1996,5,m,15-24
12046,IL,1996,18,m,25-34
12047,IL,1996,21,m,35-44
12048,IL,1996,15,m,45-54
12049,IL,1996,11,m,55-64
12050,IL,1997,2,f,0-14
12051,IL,1997,16,f,15-24
12052,IL,1997,10,f,25-34
12053,IL,1997,18,f,35-44
12054,IL,1997,7,f,45-54
12055,IL,1997,3,f,55-64
12056,IL,1997,5,m,0-14
12057,IL,1997,9,m,15-24
12058,IL,1997,27,m,25-34
12059,IL,1997,20,m,35-44
12060,IL,1997,17,m,45-54
12061,IL,1997,19,m,55-64
12062,IL,1998,1,f,0-14
12063,IL,1998,9,f,15-24
12064,IL,1998,10,f,25-34
12065,IL,1998,7,f,35-44
12066,IL,1998,9,f,45-54
12067,IL,1998,9,f,55-64
12068,IL,1998,1,m,0-14
12069,IL,1998,20,m,15-24
12070,IL,1998,29,m,25-34
12071,IL,1998,35,m,35-44
12072,IL,1998,19,m,45-54
12073,IL,1998,16,m,55-64
12074,IL,1999,3,f,0-14
12075,IL,1999,4,f,15-24
12076,IL,1999,15,f,25-34
12077,IL,1999,7,f,35-44
12078,IL,1999,2,f,45-54
12079,IL,1999,5,f,55-64
12080,IL,1999,2,m,0-14
12081,IL,1999,13,m,15-24
12082,IL,1999,22,m,25-34
12083,IL,1999,22,m,35-44
12084,IL,1999,16,m,45-54
12085,IL,1999,10,m,55-64
12086,IL,2000,2,f,0-14
12087,IL,2000,11,f,15-24
12088,IL,2000,15,f,25-34
12089,IL,2000,7,f,35-44
12090,IL,2000,3,f,45-54
12091,IL,2000,7,f,55-64
12092,IL,2000,0,m,0-14
12093,IL,2000,16,m,15-24
12094,IL,2000,28,m,25-34
12095,IL,2000,17,m,35-44
12096,IL,2000,24,m,45-54
12097,IL,2000,10,m,55-64
12098,IL,2001,2,f,0-14
12099,IL,2001,6,f,15-24
12100,IL,2001,14,f,25-34
12101,IL,2001,8,f,35-44
12102,IL,2001,2,f,45-54
12103,IL,2001,2,f,55-64
12104,IL,2001,1,m,0-14
12105,IL,2001,7,m,15-24
12106,IL,2001,26,m,25-34
12107,IL,2001,17,m,35-44
12108,IL,2001,17,m,45-54
12109,IL,2001,10,m,55-64
12110,IL,2002,3,f,0-14
12111,IL,2002,19,f,15-24
12112,IL,2002,12,f,25-34
12113,IL,2002,15,f,35-44
12114,IL,2002,7,f,45-54
12115,IL,2002,8,f,55-64
12116,IL,2002,2,m,0-14
12117,IL,2002,7,m,15-24
12118,IL,2002,18,m,25-34
12119,IL,2002,13,m,35-44
12120,IL,2002,12,m,45-54
12121,IL,2002,9,m,55-64
12122,IL,2003,1,f,0-14
12123,IL,2003,13,f,15-24
12124,IL,2003,13,f,25-34
12125,IL,2003,13,f,35-44
12126,IL,2003,5,f,45-54
12127,IL,2003,1,f,55-64
12128,IL,2003,2,m,0-14
12129,IL,2003,9,m,15-24
12130,IL,2003,12,m,25-34
12131,IL,2003,22,m,35-44
12132,IL,2003,10,m,45-54
12133,IL,2003,6,m,55-64
12134,IL,2004,1,f,0-14
12135,IL,2004,4,f,15-24
12136,IL,2004,12,f,25-34
12137,IL,2004,8,f,35-44
12138,IL,2004,2,f,45-54
12139,IL,2004,0,f,55-64
12140,IL,2004,2,m,0-14
12141,IL,2004,2,m,15-24
12142,IL,2004,7,m,25-34
12143,IL,2004,13,m,35-44
12144,IL,2004,10,m,45-54
12145,IL,2004,3,m,55-64
12146,IL,2005,1,f,0-14
12147,IL,2005,3,f,15-24
12148,IL,2005,9,f,25-34
12149,IL,2005,8,f,35-44
12150,IL,2005,6,f,45-54
12151,IL,2005,0,f,5-14
12152,IL,2005,1,f,55-64
12153,IL,2005,0,m,0-14
12154,IL,2005,5,m,15-24
12155,IL,2005,10,m,25-34
12156,IL,2005,12,m,35-44
12157,IL,2005,12,m,45-54
12158,IL,2005,0,m,5-14
12159,IL,2005,5,m,55-64
12160,IL,2006,0,f,0-14
12161,IL,2006,1,f,15-24
12162,IL,2006,5,f,25-34
12163,IL,2006,4,f,35-44
12164,IL,2006,4,f,45-54
12165,IL,2006,0,f,5-14
12166,IL,2006,2,f,55-64
12167,IL,2006,0,m,0-14
12168,IL,2006,3,m,15-24
12169,IL,2006,12,m,25-34
12170,IL,2006,14,m,35-44
12171,IL,2006,4,m,45-54
12172,IL,2006,0,m,5-14
12173,IL,2006,6,m,55-64
12174,IL,2007,1,f,0-14
12175,IL,2007,4,f,15-24
12176,IL,2007,17,f,25-34
12177,IL,2007,5,f,35-44
12178,IL,2007,3,f,45-54
12179,IL,2007,1,f,5-14
12180,IL,2007,6,f,55-64
12181,IL,2007,1,m,0-14
12182,IL,2007,9,m,15-24
12183,IL,2007,20,m,25-34
12184,IL,2007,23,m,35-44
12185,IL,2007,13,m,45-54
12186,IL,2007,1,m,5-14
12187,IL,2007,10,m,55-64
12188,IL,2008,2,f,0-14
12189,IL,2008,4,f,15-24
12190,IL,2008,11,f,25-34
12191,IL,2008,14,f,35-44
12192,IL,2008,8,f,45-54
12193,IL,2008,1,f,5-14
12194,IL,2008,4,f,55-64
12195,IL,2008,0,m,0-14
12196,IL,2008,14,m,15-24
12197,IL,2008,25,m,25-34
12198,IL,2008,18,m,35-44
12199,IL,2008,14,m,45-54
12200,IL,2008,0,m,5-14
12201,IL,2008,15,m,55-64
12202,IN,1995,32,f,0-14
12203,IN,1995,179,f,15-24
12204,IN,1995,169,f,25-34
12205,IN,1995,80,f,35-44
12206,IN,1995,49,f,45-54
12207,IN,1995,30,f,55-64
12208,IN,1995,16,m,0-14
12209,IN,1995,334,m,15-24
12210,IN,1995,391,m,25-34
12211,IN,1995,287,m,35-44
12212,IN,1995,216,m,45-54
12213,IN,1995,123,m,55-64
12214,IN,1996,79,f,0-14
12215,IN,1996,618,f,15-24
12216,IN,1996,571,f,25-34
12217,IN,1996,281,f,35-44
12218,IN,1996,167,f,45-54
12219,IN,1996,103,f,55-64
12220,IN,1996,47,m,0-14
12221,IN,1996,966,m,15-24
12222,IN,1996,1143,m,25-34
12223,IN,1996,934,m,35-44
12224,IN,1996,666,m,45-54
12225,IN,1996,424,m,55-64
12226,IN,1997,125,f,0-14
12227,IN,1997,861,f,15-24
12228,IN,1997,799,f,25-34
12229,IN,1997,369,f,35-44
12230,IN,1997,187,f,45-54
12231,IN,1997,102,f,55-64
12232,IN,1997,50,m,0-14
12233,IN,1997,1257,m,15-24
12234,IN,1997,1351,m,25-34
12235,IN,1997,1056,m,35-44
12236,IN,1997,753,m,45-54
12237,IN,1997,499,m,55-64
12238,IN,1998,190,f,0-14
12239,IN,1998,1375,f,15-24
12240,IN,1998,1121,f,25-34
12241,IN,1998,670,f,35-44
12242,IN,1998,349,f,45-54
12243,IN,1998,200,f,55-64
12244,IN,1998,84,m,0-14
12245,IN,1998,1773,m,15-24
12246,IN,1998,2013,m,25-34
12247,IN,1998,1851,m,35-44
12248,IN,1998,1389,m,45-54
12249,IN,1998,885,m,55-64
12250,IN,1999,785,f,0-14
12251,IN,1999,5497,f,15-24
12252,IN,1999,4848,f,25-34
12253,IN,1999,2773,f,35-44
12254,IN,1999,1504,f,45-54
12255,IN,1999,898,f,55-64
12256,IN,1999,327,m,0-14
12257,IN,1999,7058,m,15-24
12258,IN,1999,8856,m,25-34
12259,IN,1999,7900,m,35-44
12260,IN,1999,6172,m,45-54
12261,IN,1999,3864,m,55-64
12262,IN,2000,2250,f,0-14
12263,IN,2000,14495,f,15-24
12264,IN,2000,17287,f,25-34
12265,IN,2000,11768,f,35-44
12266,IN,2000,7516,f,45-54
12267,IN,2000,4594,f,55-64
12268,IN,2000,1588,m,0-14
12269,IN,2000,20963,m,15-24
12270,IN,2000,31090,m,25-34
12271,IN,2000,30829,m,35-44
12272,IN,2000,24230,m,45-54
12273,IN,2000,15308,m,55-64
12274,IN,2001,2125,f,0-14
12275,IN,2001,15973,f,15-24
12276,IN,2001,16743,f,25-34
12277,IN,2001,10103,f,35-44
12278,IN,2001,5633,f,45-54
12279,IN,2001,3353,f,55-64
12280,IN,2001,1063,m,0-14
12281,IN,2001,22483,m,15-24
12282,IN,2001,30007,m,25-34
12283,IN,2001,29649,m,35-44
12284,IN,2001,23961,m,45-54
12285,IN,2001,14879,m,55-64
12286,IN,2002,4200,f,0-14
12287,IN,2002,28573,f,15-24
12288,IN,2002,31946,f,25-34
12289,IN,2002,21378,f,35-44
12290,IN,2002,13233,f,45-54
12291,IN,2002,7636,f,55-64
12292,IN,2002,2551,m,0-14
12293,IN,2002,39923,m,15-24
12294,IN,2002,54719,m,25-34
12295,IN,2002,55829,m,35-44
12296,IN,2002,44532,m,45-54
12297,IN,2002,28199,m,55-64
12298,IN,2003,4745,f,0-14
12299,IN,2003,34511,f,15-24
12300,IN,2003,36317,f,25-34
12301,IN,2003,23320,f,35-44
12302,IN,2003,14055,f,45-54
12303,IN,2003,8322,f,55-64
12304,IN,2003,2411,m,0-14
12305,IN,2003,47251,m,15-24
12306,IN,2003,61758,m,25-34
12307,IN,2003,63587,m,35-44
12308,IN,2003,52865,m,45-54
12309,IN,2003,33739,m,55-64
12310,IN,2004,5860,f,0-14
12311,IN,2004,41017,f,15-24
12312,IN,2004,42808,f,25-34
12313,IN,2004,27000,f,35-44
12314,IN,2004,16121,f,45-54
12315,IN,2004,9705,f,55-64
12316,IN,2004,3018,m,0-14
12317,IN,2004,57208,m,15-24
12318,IN,2004,72132,m,25-34
12319,IN,2004,74450,m,35-44
